" ","  "
"שם לקוח","כתובת"
" "," "
"צביקה וינשטוק","16 יסמין הוד השרון"
" ","  "
"קוד מונה","מספר מונה"
"30/08/2024","07:45",.056
"30/08/2024","08:00",.052
"30/08/2024","08:15",.056
"30/08/2024","08:30",.052
"30/08/2024","08:45",.057
"30/08/2024","09:00",.052
"30/08/2024","09:15",.052
"30/08/2024","09:30",.057
"30/08/2024","09:45",.052
"30/08/2024","10:00",.063
"30/08/2024","10:15",.059
"30/08/2024","10:30",.058
"30/08/2024","10:45",.06
"30/08/2024","11:00",.057
"30/08/2024","11:15",.063
"30/08/2024","11:30",.048
"30/08/2024","11:45",.058
"30/08/2024","12:00",.06
"30/08/2024","12:15",.058
"30/08/2024","12:30",.063
"30/08/2024","12:45",.049
"30/08/2024","13:00",.055
"30/08/2024","13:15",.066
"30/08/2024","13:30",.059
"30/08/2024","13:45",.063
"30/08/2024","14:00",.049
"30/08/2024","14:15",.056
"30/08/2024","14:30",.062
"30/08/2024","14:45",.058
"30/08/2024","15:00",.055
"30/08/2024","15:15",.053
"30/08/2024","15:30",.059
"30/08/2024","15:45",.061
"30/08/2024","16:00",.057
"30/08/2024","16:15",.048
"30/08/2024","16:30",.062
"30/08/2024","16:45",.057
"30/08/2024","17:00",.06
"30/08/2024","17:15",.14
"30/08/2024","17:30",.054
"30/08/2024","17:45",.059
"30/08/2024","18:00",.064
"30/08/2024","18:15",.053
"30/08/2024","18:30",.181
"30/08/2024","18:45",1
"30/08/2024","19:00",1.476
"30/08/2024","19:15",1.464
"30/08/2024","19:30",1.457
"30/08/2024","19:45",1.458
"30/08/2024","20:00",1.472
"30/08/2024","20:15",1.649
"30/08/2024","20:30",1.598
"30/08/2024","20:45",1.683
"30/08/2024","21:00",.824
"30/08/2024","21:15",.633
"30/08/2024","21:30",.758
"30/08/2024","21:45",.754
"30/08/2024","22:00",.836
"30/08/2024","22:15",.815
"30/08/2024","22:30",.855
"30/08/2024","22:45",.956
"30/08/2024","23:00",.941
"30/08/2024","23:15",.983
"30/08/2024","23:30",.85
"30/08/2024","23:45",.853
"31/08/2024","00:00",.876
"31/08/2024","00:15",.865
"31/08/2024","00:30",.245
"31/08/2024","00:45",.24
"31/08/2024","01:00",.238
"31/08/2024","01:15",.246
"31/08/2024","01:30",.269
"31/08/2024","01:45",.259
"31/08/2024","02:00",.189
"31/08/2024","02:15",.192
"31/08/2024","02:30",.28
"31/08/2024","02:45",.185
"31/08/2024","03:00",.191
"31/08/2024","03:15",.186
"31/08/2024","03:30",.185
"31/08/2024","03:45",.19
"31/08/2024","04:00",.184
"31/08/2024","04:15",.183
"31/08/2024","04:30",.188
"31/08/2024","04:45",.182
"31/08/2024","05:00",.187
"31/08/2024","05:15",.182
"31/08/2024","05:30",.181
"31/08/2024","05:45",.185
"31/08/2024","06:00",.18
"31/08/2024","06:15",.171
"31/08/2024","06:30",.175
"31/08/2024","06:45",.17
"31/08/2024","07:00",.167
"31/08/2024","07:15",.233
"31/08/2024","07:30",.163
"31/08/2024","07:45",.171
"31/08/2024","08:00",.166
"31/08/2024","08:15",.169
"31/08/2024","08:30",.238
"31/08/2024","08:45",.208
"31/08/2024","09:00",.209
"31/08/2024","09:15",.446
"31/08/2024","09:30",.566
"31/08/2024","09:45",.059
"31/08/2024","10:00",.292
"31/08/2024","10:15",.29
"31/08/2024","10:30",.428
"31/08/2024","10:45",.699
"31/08/2024","11:00",.952
"31/08/2024","11:15",1.233
"31/08/2024","11:30",1.386
"31/08/2024","11:45",1.742
"31/08/2024","12:00",1.76
"31/08/2024","12:15",1.451
"31/08/2024","12:30",1.447
"31/08/2024","12:45",1.447
"31/08/2024","13:00",1.586
"31/08/2024","13:15",1.04
"31/08/2024","13:30",1.006
"31/08/2024","13:45",.905
"31/08/2024","14:00",.78
"31/08/2024","14:15",.776
"31/08/2024","14:30",.771
"31/08/2024","14:45",.762
"31/08/2024","15:00",.906
"31/08/2024","15:15",.971
"31/08/2024","15:30",.956
"31/08/2024","15:45",.91
"31/08/2024","16:00",.869
"31/08/2024","16:15",1.103
"31/08/2024","16:30",1.178
"31/08/2024","16:45",1.037
"31/08/2024","17:00",1.181
"31/08/2024","17:15",.69
"31/08/2024","17:30",.08
"31/08/2024","17:45",.09
"31/08/2024","18:00",.075
"31/08/2024","18:15",.065
"31/08/2024","18:30",.06
"31/08/2024","18:45",.063
"31/08/2024","19:00",.077
"31/08/2024","19:15",.089
"31/08/2024","19:30",.138
"31/08/2024","19:45",.087
"31/08/2024","20:00",.09
"31/08/2024","20:15",.094
"31/08/2024","20:30",.089
"31/08/2024","20:45",.091
"31/08/2024","21:00",.093
"31/08/2024","21:15",.09
"31/08/2024","21:30",.089
"31/08/2024","21:45",.094
"31/08/2024","22:00",.152
"31/08/2024","22:15",.11
"31/08/2024","22:30",.437
"31/08/2024","22:45",.852
"31/08/2024","23:00",1.251
"31/08/2024","23:15",1.551
"31/08/2024","23:30",1.58
"31/08/2024","23:45",1.454
"01/09/2024","00:00",1.477
"01/09/2024","00:15",.252
"01/09/2024","00:30",.239
"01/09/2024","00:45",.285
"01/09/2024","01:00",.246
"01/09/2024","01:15",.241
"01/09/2024","01:30",.241
"01/09/2024","01:45",.239
"01/09/2024","02:00",.202
"01/09/2024","02:15",.205
"01/09/2024","02:30",.197
"01/09/2024","02:45",.197
"01/09/2024","03:00",.203
"01/09/2024","03:15",.197
"01/09/2024","03:30",.197
"01/09/2024","03:45",.201
"01/09/2024","04:00",.194
"01/09/2024","04:15",.194
"01/09/2024","04:30",.2
"01/09/2024","04:45",.189
"01/09/2024","05:00",.185
"01/09/2024","05:15",.183
"01/09/2024","05:30",.167
"01/09/2024","05:45",.166
"01/09/2024","06:00",.164
"01/09/2024","06:15",.162
"01/09/2024","06:30",.154
"01/09/2024","06:45",.151
"01/09/2024","07:00",.158
"01/09/2024","07:15",.246
"01/09/2024","07:30",.155
"01/09/2024","07:45",.189
"01/09/2024","08:00",.19
"01/09/2024","08:15",.207
"01/09/2024","08:30",.196
"01/09/2024","08:45",.726
"01/09/2024","09:00",.693
"01/09/2024","09:15",.233
"01/09/2024","09:30",.331
"01/09/2024","09:45",.515
"01/09/2024","10:00",.305
"01/09/2024","10:15",.311
"01/09/2024","10:30",.3
"01/09/2024","10:45",.305
"01/09/2024","11:00",.298
"01/09/2024","11:15",.242
"01/09/2024","11:30",.077
"01/09/2024","11:45",.071
"01/09/2024","12:00",.229
"01/09/2024","12:15",.294
"01/09/2024","12:30",.292
"01/09/2024","12:45",.293
"01/09/2024","13:00",.28
"01/09/2024","13:15",.3
"01/09/2024","13:30",.474
"01/09/2024","13:45",.586
"01/09/2024","14:00",1.029
"01/09/2024","14:15",.248
"01/09/2024","14:30",.072
"01/09/2024","14:45",.068
"01/09/2024","15:00",.066
"01/09/2024","15:15",1.18
"01/09/2024","15:30",1.406
"01/09/2024","15:45",1.407
"01/09/2024","16:00",1.397
"01/09/2024","16:15",1.389
"01/09/2024","16:30",1.386
"01/09/2024","16:45",1.374
"01/09/2024","17:00",.836
"01/09/2024","17:15",.272
"01/09/2024","17:30",.278
"01/09/2024","17:45",.271
"01/09/2024","18:00",.285
"01/09/2024","18:15",.614
"01/09/2024","18:30",.071
"01/09/2024","18:45",.074
"01/09/2024","19:00",.088
"01/09/2024","19:15",.111
"01/09/2024","19:30",.116
"01/09/2024","19:45",.115
"01/09/2024","20:00",.119
"01/09/2024","20:15",.11
"01/09/2024","20:30",.113
"01/09/2024","20:45",.109
"01/09/2024","21:00",.112
"01/09/2024","21:15",.109
"01/09/2024","21:30",.105
"01/09/2024","21:45",.111
"01/09/2024","22:00",.104
"01/09/2024","22:15",.106
"01/09/2024","22:30",.614
"01/09/2024","22:45",1.523
"01/09/2024","23:00",1.502
"01/09/2024","23:15",.848
"01/09/2024","23:30",.669
"01/09/2024","23:45",.322
"02/09/2024","00:00",.285
"02/09/2024","00:15",.257
"02/09/2024","00:30",.258
"02/09/2024","00:45",.232
"02/09/2024","01:00",.221
"02/09/2024","01:15",.226
"02/09/2024","01:30",.219
"02/09/2024","01:45",.223
"02/09/2024","02:00",.18
"02/09/2024","02:15",.176
"02/09/2024","02:30",.181
"02/09/2024","02:45",.166
"02/09/2024","03:00",.17
"02/09/2024","03:15",.173
"02/09/2024","03:30",.173
"02/09/2024","03:45",.262
"02/09/2024","04:00",.17
"02/09/2024","04:15",.174
"02/09/2024","04:30",.163
"02/09/2024","04:45",.164
"02/09/2024","05:00",.169
"02/09/2024","05:15",.162
"02/09/2024","05:30",.167
"02/09/2024","05:45",.157
"02/09/2024","06:00",.157
"02/09/2024","06:15",.154
"02/09/2024","06:30",.145
"02/09/2024","06:45",.145
"02/09/2024","07:00",.151
"02/09/2024","07:15",.204
"02/09/2024","07:30",.175
"02/09/2024","07:45",.199
"02/09/2024","08:00",.668
"02/09/2024","08:15",.221
"02/09/2024","08:30",.199
"02/09/2024","08:45",.182
"02/09/2024","09:00",.052
"02/09/2024","09:15",.045
"02/09/2024","09:30",.051
"02/09/2024","09:45",.053
"02/09/2024","10:00",.055
"02/09/2024","10:15",.054
"02/09/2024","10:30",.05
"02/09/2024","10:45",.055
"02/09/2024","11:00",.05
"02/09/2024","11:15",.055
"02/09/2024","11:30",.049
"02/09/2024","11:45",.04
"02/09/2024","12:00",.044
"02/09/2024","12:15",.049
"02/09/2024","12:30",.044
"02/09/2024","12:45",.045
"02/09/2024","13:00",.055
"02/09/2024","13:15",.05
"02/09/2024","13:30",.055
"02/09/2024","13:45",.041
"02/09/2024","14:00",.048
"02/09/2024","14:15",.045
"02/09/2024","14:30",.05
"02/09/2024","14:45",.053
"02/09/2024","15:00",.047
"02/09/2024","15:15",.043
"02/09/2024","15:30",.046
"02/09/2024","15:45",.051
"02/09/2024","16:00",.049
"02/09/2024","16:15",.055
"02/09/2024","16:30",.042
"02/09/2024","16:45",.044
"02/09/2024","17:00",.052
"02/09/2024","17:15",.051
"02/09/2024","17:30",.056
"02/09/2024","17:45",.139
"02/09/2024","18:00",.059
"02/09/2024","18:15",.04
"02/09/2024","18:30",.057
"02/09/2024","18:45",.05
"02/09/2024","19:00",.12
"02/09/2024","19:15",.192
"02/09/2024","19:30",.209
"02/09/2024","19:45",.203
"02/09/2024","20:00",.307
"02/09/2024","20:15",.748
"02/09/2024","20:30",.763
"02/09/2024","20:45",.787
"02/09/2024","21:00",.868
"02/09/2024","21:15",.77
"02/09/2024","21:30",.756
"02/09/2024","21:45",.755
"02/09/2024","22:00",.777
"02/09/2024","22:15",.811
"02/09/2024","22:30",.692
"02/09/2024","22:45",.723
"02/09/2024","23:00",.72
"02/09/2024","23:15",.79
"02/09/2024","23:30",.783
"02/09/2024","23:45",.495
"03/09/2024","00:00",.732
"03/09/2024","00:15",.599
"03/09/2024","00:30",.287
"03/09/2024","00:45",.264
"03/09/2024","01:00",.262
"03/09/2024","01:15",.218
"03/09/2024","01:30",.222
"03/09/2024","01:45",.212
"03/09/2024","02:00",.189
"03/09/2024","02:15",.187
"03/09/2024","02:30",.203
"03/09/2024","02:45",.221
"03/09/2024","03:00",.265
"03/09/2024","03:15",.183
"03/09/2024","03:30",.186
"03/09/2024","03:45",.18
"03/09/2024","04:00",.179
"03/09/2024","04:15",.183
"03/09/2024","04:30",.178
"03/09/2024","04:45",.176
"03/09/2024","05:00",.18
"03/09/2024","05:15",.167
"03/09/2024","05:30",.172
"03/09/2024","05:45",.174
"03/09/2024","06:00",.17
"03/09/2024","06:15",.163
"03/09/2024","06:30",.167
"03/09/2024","06:45",.168
"03/09/2024","07:00",.172
"03/09/2024","07:15",.224
"03/09/2024","07:30",.18
"03/09/2024","07:45",.167
"03/09/2024","08:00",.193
"03/09/2024","08:15",.564
"03/09/2024","08:30",.684
"03/09/2024","08:45",.502
"03/09/2024","09:00",.266
"03/09/2024","09:15",.28
"03/09/2024","09:30",.284
"03/09/2024","09:45",.277
"03/09/2024","10:00",.273
"03/09/2024","10:15",.279
"03/09/2024","10:30",.273
"03/09/2024","10:45",.273
"03/09/2024","11:00",.285
"03/09/2024","11:15",.284
"03/09/2024","11:30",.284
"03/09/2024","11:45",.289
"03/09/2024","12:00",.283
"03/09/2024","12:15",.288
"03/09/2024","12:30",.283
"03/09/2024","12:45",.288
"03/09/2024","13:00",.83
"03/09/2024","13:15",.933
"03/09/2024","13:30",.947
"03/09/2024","13:45",.937
"03/09/2024","14:00",.93
"03/09/2024","14:15",.919
"03/09/2024","14:30",.928
"03/09/2024","14:45",.923
"03/09/2024","15:00",.91
"03/09/2024","15:15",.926
"03/09/2024","15:30",1.016
"03/09/2024","15:45",.948
"03/09/2024","16:00",.946
"03/09/2024","16:15",.947
"03/09/2024","16:30",.946
"03/09/2024","16:45",.938
"03/09/2024","17:00",.962
"03/09/2024","17:15",.943
"03/09/2024","17:30",.838
"03/09/2024","17:45",.729
"03/09/2024","18:00",.727
"03/09/2024","18:15",.71
"03/09/2024","18:30",.706
"03/09/2024","18:45",.728
"03/09/2024","19:00",.435
"03/09/2024","19:15",.157
"03/09/2024","19:30",.148
"03/09/2024","19:45",.2
"03/09/2024","20:00",.198
"03/09/2024","20:15",.202
"03/09/2024","20:30",.17
"03/09/2024","20:45",.152
"03/09/2024","21:00",.208
"03/09/2024","21:15",.641
"03/09/2024","21:30",.845
"03/09/2024","21:45",.772
"03/09/2024","22:00",.751
"03/09/2024","22:15",.786
"03/09/2024","22:30",.835
"03/09/2024","22:45",.831
"03/09/2024","23:00",.759
"03/09/2024","23:15",1.233
"03/09/2024","23:30",1.102
"03/09/2024","23:45",1.021
"04/09/2024","00:00",.842
"04/09/2024","00:15",.837
"04/09/2024","00:30",.764
"04/09/2024","00:45",.829
"04/09/2024","01:00",.817
"04/09/2024","01:15",.521
"04/09/2024","01:30",.225
"04/09/2024","01:45",.224
"04/09/2024","02:00",.186
"04/09/2024","02:15",.19
"04/09/2024","02:30",.185
"04/09/2024","02:45",.187
"04/09/2024","03:00",.181
"04/09/2024","03:15",.179
"04/09/2024","03:30",.184
"04/09/2024","03:45",.18
"04/09/2024","04:00",.183
"04/09/2024","04:15",.18
"04/09/2024","04:30",.179
"04/09/2024","04:45",.178
"04/09/2024","05:00",.169
"04/09/2024","05:15",.167
"04/09/2024","05:30",.172
"04/09/2024","05:45",.163
"04/09/2024","06:00",.163
"04/09/2024","06:15",.159
"04/09/2024","06:30",.15
"04/09/2024","06:45",.152
"04/09/2024","07:00",.16
"04/09/2024","07:15",.24
"04/09/2024","07:30",.189
"04/09/2024","07:45",.215
"04/09/2024","08:00",.195
"04/09/2024","08:15",.125
"04/09/2024","08:30",.048
"04/09/2024","08:45",.051
"04/09/2024","09:00",.115
"04/09/2024","09:15",.137
"04/09/2024","09:30",.135
"04/09/2024","09:45",.102
"04/09/2024","10:00",.107
"04/09/2024","10:15",.102
"04/09/2024","10:30",.109
"04/09/2024","10:45",.083
"04/09/2024","11:00",.215
"04/09/2024","11:15",.276
"04/09/2024","11:30",.286
"04/09/2024","11:45",.286
"04/09/2024","12:00",.285
"04/09/2024","12:15",.284
"04/09/2024","12:30",.29
"04/09/2024","12:45",.233
"04/09/2024","13:00",.069
"04/09/2024","13:15",.09
"04/09/2024","13:30",.091
"04/09/2024","13:45",.091
"04/09/2024","14:00",.256
"04/09/2024","14:15",.289
"04/09/2024","14:30",.279
"04/09/2024","14:45",.284
"04/09/2024","15:00",.278
"04/09/2024","15:15",.278
"04/09/2024","15:30",.282
"04/09/2024","15:45",.287
"04/09/2024","16:00",.309
"04/09/2024","16:15",.277
"04/09/2024","16:30",.355
"04/09/2024","16:45",.271
"04/09/2024","17:00",.273
"04/09/2024","17:15",.295
"04/09/2024","17:30",.514
"04/09/2024","17:45",.708
"04/09/2024","18:00",.462
"04/09/2024","18:15",.26
"04/09/2024","18:30",.079
"04/09/2024","18:45",.07
"04/09/2024","19:00",.111
"04/09/2024","19:15",.114
"04/09/2024","19:30",.568
"04/09/2024","19:45",.781
"04/09/2024","20:00",.782
"04/09/2024","20:15",.776
"04/09/2024","20:30",.765
"04/09/2024","20:45",.759
"04/09/2024","21:00",.749
"04/09/2024","21:15",.755
"04/09/2024","21:30",.792
"04/09/2024","21:45",.807
"04/09/2024","22:00",.627
"04/09/2024","22:15",.89
"04/09/2024","22:30",.918
"04/09/2024","22:45",1.199
"04/09/2024","23:00",.956
"04/09/2024","23:15",.816
"04/09/2024","23:30",1.165
"04/09/2024","23:45",.932
"05/09/2024","00:00",.696
"05/09/2024","00:15",.595
"05/09/2024","00:30",.236
"05/09/2024","00:45",.231
"05/09/2024","01:00",.172
"05/09/2024","01:15",.181
"05/09/2024","01:30",.174
"05/09/2024","01:45",.17
"05/09/2024","02:00",.141
"05/09/2024","02:15",.233
"05/09/2024","02:30",.145
"05/09/2024","02:45",.149
"05/09/2024","03:00",.181
"05/09/2024","03:15",.158
"05/09/2024","03:30",.118
"05/09/2024","03:45",.155
"05/09/2024","04:00",.131
"05/09/2024","04:15",.147
"05/09/2024","04:30",.136
"05/09/2024","04:45",.128
"05/09/2024","05:00",.142
"05/09/2024","05:15",.13
"05/09/2024","05:30",.118
"05/09/2024","05:45",.138
"05/09/2024","06:00",.131
"05/09/2024","06:15",.117
"05/09/2024","06:30",.141
"05/09/2024","06:45",.165
"05/09/2024","07:00",.198
"05/09/2024","07:15",.263
"05/09/2024","07:30",.19
"05/09/2024","07:45",.196
"05/09/2024","08:00",.192
"05/09/2024","08:15",.385
"05/09/2024","08:30",.258
"05/09/2024","08:45",.279
"05/09/2024","09:00",.265
"05/09/2024","09:15",.271
"05/09/2024","09:30",.267
"05/09/2024","09:45",.273
"05/09/2024","10:00",.271
"05/09/2024","10:15",.276
"05/09/2024","10:30",.271
"05/09/2024","10:45",.278
"05/09/2024","11:00",.281
"05/09/2024","11:15",.281
"05/09/2024","11:30",.139
"05/09/2024","11:45",.072
"05/09/2024","12:00",.074
"05/09/2024","12:15",.186
"05/09/2024","12:30",.285
"05/09/2024","12:45",.288
"05/09/2024","13:00",.286
"05/09/2024","13:15",.286
"05/09/2024","13:30",.277
"05/09/2024","13:45",.111
"05/09/2024","14:00",.066
"05/09/2024","14:15",.068
"05/09/2024","14:30",.241
"05/09/2024","14:45",.279
"05/09/2024","15:00",.279
"05/09/2024","15:15",.284
"05/09/2024","15:30",.285
"05/09/2024","15:45",.277
"05/09/2024","16:00",.186
"05/09/2024","16:15",.064
"05/09/2024","16:30",.062
"05/09/2024","16:45",.067
"05/09/2024","17:00",.091
"05/09/2024","17:15",.258
"05/09/2024","17:30",.286
"05/09/2024","17:45",.333
"05/09/2024","18:00",.314
"05/09/2024","18:15",.27
"05/09/2024","18:30",.263
"05/09/2024","18:45",.287
"05/09/2024","19:00",.328
"05/09/2024","19:15",.351
"05/09/2024","19:30",.692
"05/09/2024","19:45",.828
"05/09/2024","20:00",.839
"05/09/2024","20:15",.825
"05/09/2024","20:30",.827
"05/09/2024","20:45",1.337
"05/09/2024","21:00",.932
"05/09/2024","21:15",.801
"05/09/2024","21:30",.824
"05/09/2024","21:45",.688
"05/09/2024","22:00",.714
"05/09/2024","22:15",.701
"05/09/2024","22:30",.73
"05/09/2024","22:45",.605
"05/09/2024","23:00",.683
"05/09/2024","23:15",.713
"05/09/2024","23:30",.677
"05/09/2024","23:45",.873
"06/09/2024","00:00",.848
"06/09/2024","00:15",.778
"06/09/2024","00:30",.83
"06/09/2024","00:45",.837
"06/09/2024","01:00",.751
"06/09/2024","01:15",.796
"06/09/2024","01:30",.798
"06/09/2024","01:45",.722
"06/09/2024","02:00",.748
"06/09/2024","02:15",.192
"06/09/2024","02:30",.168
"06/09/2024","02:45",.162
"06/09/2024","03:00",.136
"06/09/2024","03:15",.231
"06/09/2024","03:30",.127
"06/09/2024","03:45",.118
"06/09/2024","04:00",.135
"06/09/2024","04:15",.118
"06/09/2024","04:30",.123
"06/09/2024","04:45",.131
"06/09/2024","05:00",.132
"06/09/2024","05:15",.12
"06/09/2024","05:30",.132
"06/09/2024","05:45",.132
"06/09/2024","06:00",.129
"06/09/2024","06:15",.117
"06/09/2024","06:30",.135
"06/09/2024","06:45",.128
"06/09/2024","07:00",.123
"06/09/2024","07:15",.196
"06/09/2024","07:30",.164
"06/09/2024","07:45",.16
"06/09/2024","08:00",.146
"06/09/2024","08:15",.168
"06/09/2024","08:30",.163
"06/09/2024","08:45",.179
"06/09/2024","09:00",.218
"06/09/2024","09:15",.258
"06/09/2024","09:30",.738
"06/09/2024","09:45",.779
"06/09/2024","10:00",.88
"06/09/2024","10:15",.573
"06/09/2024","10:30",.06
"06/09/2024","10:45",.065
"06/09/2024","11:00",.064
"06/09/2024","11:15",.587
"06/09/2024","11:30",.695
"06/09/2024","11:45",.567
"06/09/2024","12:00",.055
"06/09/2024","12:15",.058
"06/09/2024","12:30",.053
"06/09/2024","12:45",.059
"06/09/2024","13:00",.053
"06/09/2024","13:15",.052
"06/09/2024","13:30",.051
"06/09/2024","13:45",.052
"06/09/2024","14:00",.06
"06/09/2024","14:15",.054
"06/09/2024","14:30",.056
"06/09/2024","14:45",.056
"06/09/2024","15:00",0
"06/09/2024","15:15",0
"06/09/2024","15:30",0
"06/09/2024","15:45",.129
"06/09/2024","16:00",.325
"06/09/2024","16:15",.329
"06/09/2024","16:30",.643
"06/09/2024","16:45",.765
"06/09/2024","17:00",.48
"06/09/2024","17:15",.755
"06/09/2024","17:30",.759
"06/09/2024","17:45",.754
"06/09/2024","18:00",.733
"06/09/2024","18:15",.743
"06/09/2024","18:30",.754
"06/09/2024","18:45",.742
"06/09/2024","19:00",.773
"06/09/2024","19:15",.817
"06/09/2024","19:30",1.039
"06/09/2024","19:45",1.048
"06/09/2024","20:00",.866
"06/09/2024","20:15",.82
"06/09/2024","20:30",.839
"06/09/2024","20:45",.805
"06/09/2024","21:00",1.036
"06/09/2024","21:15",.935
"06/09/2024","21:30",.955
"06/09/2024","21:45",.688
"06/09/2024","22:00",.705
"06/09/2024","22:15",.64
"06/09/2024","22:30",.796
"06/09/2024","22:45",.777
"06/09/2024","23:00",.854
"06/09/2024","23:15",.864
"06/09/2024","23:30",.736
"06/09/2024","23:45",.816
"07/09/2024","00:00",.777
"07/09/2024","00:15",.778
"07/09/2024","00:30",.362
"07/09/2024","00:45",.198
"07/09/2024","01:00",.197
"07/09/2024","01:15",.175
"07/09/2024","01:30",.191
"07/09/2024","01:45",.18
"07/09/2024","02:00",.131
"07/09/2024","02:15",.205
"07/09/2024","02:30",.195
"07/09/2024","02:45",.156
"07/09/2024","03:00",.147
"07/09/2024","03:15",.155
"07/09/2024","03:30",.141
"07/09/2024","03:45",.152
"07/09/2024","04:00",.132
"07/09/2024","04:15",.153
"07/09/2024","04:30",.139
"07/09/2024","04:45",.194
"07/09/2024","05:00",.283
"07/09/2024","05:15",.175
"07/09/2024","05:30",.174
"07/09/2024","05:45",.18
"07/09/2024","06:00",.175
"07/09/2024","06:15",.175
"07/09/2024","06:30",.18
"07/09/2024","06:45",.175
"07/09/2024","07:00",.177
"07/09/2024","07:15",.222
"07/09/2024","07:30",.236
"07/09/2024","07:45",.657
"07/09/2024","08:00",.709
"07/09/2024","08:15",.629
"07/09/2024","08:30",.07
"07/09/2024","08:45",.072
"07/09/2024","09:00",.067
"07/09/2024","09:15",.067
"07/09/2024","09:30",.061
"07/09/2024","09:45",.066
"07/09/2024","10:00",.062
"07/09/2024","10:15",.058
"07/09/2024","10:30",.057
"07/09/2024","10:45",.061
"07/09/2024","11:00",.057
"07/09/2024","11:15",.062
"07/09/2024","11:30",.058
"07/09/2024","11:45",.065
"07/09/2024","12:00",.071
"07/09/2024","12:15",.056
"07/09/2024","12:30",.06
"07/09/2024","12:45",.055
"07/09/2024","13:00",.061
"07/09/2024","13:15",.056
"07/09/2024","13:30",.055
"07/09/2024","13:45",.061
"07/09/2024","14:00",.05
"07/09/2024","14:15",.05
"07/09/2024","14:30",.06
"07/09/2024","14:45",.053
"07/09/2024","15:00",.061
"07/09/2024","15:15",.053
"07/09/2024","15:30",.046
"07/09/2024","15:45",.059
"07/09/2024","16:00",.061
"07/09/2024","16:15",.058
"07/09/2024","16:30",.057
"07/09/2024","16:45",.057
"07/09/2024","17:00",.06
"07/09/2024","17:15",.157
"07/09/2024","17:30",.061
"07/09/2024","17:45",.059
"07/09/2024","18:00",.055
"07/09/2024","18:15",.062
"07/09/2024","18:30",.137
"07/09/2024","18:45",1.127
"07/09/2024","19:00",1.42
"07/09/2024","19:15",1.436
"07/09/2024","19:30",1.421
"07/09/2024","19:45",1.41
"07/09/2024","20:00",.931
"07/09/2024","20:15",.774
"07/09/2024","20:30",.755
"07/09/2024","20:45",.771
"07/09/2024","21:00",.79
"07/09/2024","21:15",.8
"07/09/2024","21:30",.664
"07/09/2024","21:45",.71
"07/09/2024","22:00",.721
"07/09/2024","22:15",.748
"07/09/2024","22:30",.643
"07/09/2024","22:45",.717
"07/09/2024","23:00",.721
"07/09/2024","23:15",.789
"07/09/2024","23:30",.889
"07/09/2024","23:45",.728
"08/09/2024","00:00",.54
"08/09/2024","00:15",.267
"08/09/2024","00:30",.371
"08/09/2024","00:45",.516
"08/09/2024","01:00",.23
"08/09/2024","01:15",.227
"08/09/2024","01:30",.23
"08/09/2024","01:45",.226
"08/09/2024","02:00",.196
"08/09/2024","02:15",.191
"08/09/2024","02:30",.212
"08/09/2024","02:45",.268
"08/09/2024","03:00",.182
"08/09/2024","03:15",.178
"08/09/2024","03:30",.171
"08/09/2024","03:45",.171
"08/09/2024","04:00",.176
"08/09/2024","04:15",.171
"08/09/2024","04:30",.17
"08/09/2024","04:45",.176
"08/09/2024","05:00",.17
"08/09/2024","05:15",.176
"08/09/2024","05:30",.17
"08/09/2024","05:45",.168
"08/09/2024","06:00",.17
"08/09/2024","06:15",.154
"08/09/2024","06:30",.147
"08/09/2024","06:45",.155
"08/09/2024","07:00",.149
"08/09/2024","07:15",.228
"08/09/2024","07:30",.194
"08/09/2024","07:45",.195
"08/09/2024","08:00",.206
"08/09/2024","08:15",.201
"08/09/2024","08:30",.208
"08/09/2024","08:45",.219
"08/09/2024","09:00",.231
"08/09/2024","09:15",.369
"08/09/2024","09:30",.262
"08/09/2024","09:45",.301
"08/09/2024","10:00",.302
"08/09/2024","10:15",.3
"08/09/2024","10:30",.308
"08/09/2024","10:45",.3
"08/09/2024","11:00",.315
"08/09/2024","11:15",.282
"08/09/2024","11:30",.29
"08/09/2024","11:45",.238
"08/09/2024","12:00",.731
"08/09/2024","12:15",1.543
"08/09/2024","12:30",1.327
"08/09/2024","12:45",.706
"08/09/2024","13:00",.32
"08/09/2024","13:15",.313
"08/09/2024","13:30",.315
"08/09/2024","13:45",.322
"08/09/2024","14:00",.318
"08/09/2024","14:15",.319
"08/09/2024","14:30",.31
"08/09/2024","14:45",.302
"08/09/2024","15:00",.282
"08/09/2024","15:15",.283
"08/09/2024","15:30",.287
"08/09/2024","15:45",.283
"08/09/2024","16:00",.288
"08/09/2024","16:15",.28
"08/09/2024","16:30",.508
"08/09/2024","16:45",.822
"08/09/2024","17:00",.744
"08/09/2024","17:15",.745
"08/09/2024","17:30",.739
"08/09/2024","17:45",.386
"08/09/2024","18:00",.629
"08/09/2024","18:15",.986
"08/09/2024","18:30",.788
"08/09/2024","18:45",.458
"08/09/2024","19:00",.102
"08/09/2024","19:15",.106
"08/09/2024","19:30",.103
"08/09/2024","19:45",.18
"08/09/2024","20:00",.927
"08/09/2024","20:15",.901
"08/09/2024","20:30",.86
"08/09/2024","20:45",.826
"08/09/2024","21:00",.813
"08/09/2024","21:15",.82
"08/09/2024","21:30",.798
"08/09/2024","21:45",.936
"08/09/2024","22:00",.978
"08/09/2024","22:15",.865
"08/09/2024","22:30",.864
"08/09/2024","22:45",.843
